score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
6.5,工程化体系&软件资产清单,wiki,2,1,1,请假与假期,产假,https://my-ichery.feishu.cn/wiki/Kv6lwGkeViThmrkyzKgcDXXWnDb,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,2025/12/26-丁军,wiki,8,1,1,请假与假期,产假,https://my-ichery.feishu.cn/wiki/L2UIwoJXFi47g1kTJyxce57rn3r,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,工程中心2025年12月加班申报表-下发版本.xlsx,wiki,5,1,1,加班与调休,加班,https://my-ichery.feishu.cn/wiki/Cz3bwl3DHiijoMk9LZLcYoizn3b,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,2026年1月加班申请.xls,wiki,5,1,1,加班与调休,加班,https://my-ichery.feishu.cn/wiki/KdUSwHscwiX1i7kxk2wc1CFAnLg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,各部门春节期间加班统计,wiki,2,1,1,加班与调休,加班,https://my-ichery.feishu.cn/wiki/LyR9w1tmhiqJkGk3njoc2jllnph,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,A05.SAP HR薪酬管理操作概述,wiki,8,1,1,加班与调休,加班,https://my-ichery.feishu.cn/wiki/WGYowyekxim4HAkl6dBcPA77nch,,覆盖类别 1 | 命中次数 1 | 知识库来源
5.5,会议签到表,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/doxcnMUEIfiGZxlRmt0yCu52tWc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,一键会议签到,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/doxcndM0PRDcyPCy9B3Zubyegeb,rate_limited,覆盖类别 1 | 命中次数 1
5.5,9月4日（周四）主题活动签到表,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/GKwrd0IKHohBV0xJSbmccv2ynyc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,信息收集小组件,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/doxcnvihuons8dI1IVjJ5Mlm2qw,rate_limited,覆盖类别 1 | 命中次数 1
5.5,季度规划会议,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/doxcnAx1awJHvSmjkInrKHKKEkM,rate_limited,覆盖类别 1 | 命中次数 1
5.5,速通捷途研发教程（限时免费版）,docs,docx,1,1,请假与假期,请假,https://www.feishu.cn/docx/HCitdop5RoAoQKxdKZvcBhw7n6f,rate_limited,覆盖类别 1 | 命中次数 1
5.5,Sprint 计划会议,docs,docx,1,1,请假与假期,请假,https://www.feishu.cn/docx/doxcndM1hF2qUh3o6GcXfEjm0qf,rate_limited,覆盖类别 1 | 命中次数 1
5.5,团队建设（废弃，暂不维护）,docs,docx,1,1,请假与假期,请假,https://www.feishu.cn/docx/OTKsda7ljo1yo1xWDc8cZiz1ntf,rate_limited,覆盖类别 1 | 命中次数 1
5.5,国内产品线办公会—2025年 第20期 10.21,docs,docx,1,1,请假与假期,请假,https://www.feishu.cn/docx/PddedoLJmoYOVFxtz0Lc3U2RnTd,rate_limited,覆盖类别 1 | 命中次数 1
5.5,放假通知,docs,docx,1,1,请假与假期,休假,https://www.feishu.cn/docx/doxcn1zEqOXK5s8Xyerg9vlXCHc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,个人说明书,docs,docx,1,1,加班与调休,加班,https://www.feishu.cn/docx/N1UkdS1e4o2POdxGoYicpnornDs,rate_limited,覆盖类别 1 | 命中次数 1
5.0,前端H5专业组 工作周报,wiki,2,2,1,请假与假期,产假 | 病假,https://my-ichery.feishu.cn/wiki/Ltp7w1o0ticSoukaX1ecFq8SnZc,,覆盖类别 1 | 命中次数 2 | 标题疑似噪声 -1 | 知识库来源
5.0,集团统一培训签到与评估操作指南,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/D4cOdATc5oWEraxANQGcox7unn1,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 标题疑似噪声 -1
3.5,2026 工作日报,wiki,8,1,1,请假与假期,请假,https://my-ichery.feishu.cn/wiki/PtSmwFBa5iWJDgkrB5icubYznib,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
3.5,集成组周报,wiki,2,1,1,请假与假期,休假,https://my-ichery.feishu.cn/wiki/WWNJwhw2BiWIgykZ2chcNy3KnDf,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
3.5,周报-钱雷-20251017,wiki,8,1,1,请假与假期,年假,https://my-ichery.feishu.cn/wiki/NZuJwmdzYiwK6akEQa0c6Wo5nmh,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
3.5,软件工程化 事故复盘归档,wiki,2,1,1,请假与假期,病假,https://my-ichery.feishu.cn/wiki/ClxZw4uPNir05lkbuSrcsKhynTi,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
3.5,周报-钱雷-20260108,wiki,8,1,1,请假与假期,产假,https://my-ichery.feishu.cn/wiki/JXynwIvo8iAhqFkdzCAcDLS0nod,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
2.5,集团培训签到与评估码,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/YmhfdbfDYo6t1ex50S5cwgVCn6p,rate_limited,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1
2.5,团队会议记录,docs,docx,1,1,考勤,签到,https://www.feishu.cn/docx/doxcnQn5SZjYr6TIWhhQOhR5WJc,rate_limited,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1
