score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
6.5,报账单上费用承担部门选择问题,wiki,8,1,1,报销,费用报销,https://my-ichery.feishu.cn/wiki/QESlwYpsGiXUVekIsmUckJHZnee,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,发票采集和影像上传要求,wiki,8,1,1,报销,发票报销,https://my-ichery.feishu.cn/wiki/LeE7wlvC6iqv6OkA7RVcIGaFngg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,增值税专用发票为何必须要上传发票联，抵扣联为何不行？,wiki,8,1,1,报销,发票报销,https://my-ichery.feishu.cn/wiki/HB09wh5Bsi1aM4kqmXoc9BDmnIg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,个人垫支采购的费用如何借款，如何进行冲销操作,wiki,8,1,1,报销,发票报销,https://my-ichery.feishu.cn/wiki/XsRHwKWvviZALDkr2OfcujmXntb,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,售后DMS系统4A架构,wiki,8,1,1,报销,报销流程,https://my-ichery.feishu.cn/wiki/SktmwoOVwiVyhskwkvBcA06OnTg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,财务共享系统的报账单关联不了出差申请单,wiki,8,1,1,差旅,差旅,https://my-ichery.feishu.cn/wiki/W6GNwemvGi7eUjkee67cD32Fnbe,,覆盖类别 1 | 命中次数 1 | 知识库来源
5.5,26校招话术,docs,docx,1,1,加班与调休,加班餐,https://www.feishu.cn/docx/AxtydVGtXofBFPxCKJbczcbunHb,rate_limited,覆盖类别 1 | 命中次数 1
5.5,奇瑞通勤班车温馨提示,docs,docx,1,1,报销,报销,https://www.feishu.cn/docx/X9H3d9FJRoVz49xbYhycQidenoc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,个人说明书,docs,docx,1,1,报销,报销,https://www.feishu.cn/docx/Lbk7dQBC9oS3pbxKEPUc1ZomnQc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,OO的说明书,docs,docx,1,1,报销,报销,https://www.feishu.cn/docx/KvogdrYhtosw6cxeSBFcCvN7nvP,rate_limited,覆盖类别 1 | 命中次数 1
5.5,墨甲临时采购管理办法,docs,docx,1,1,报销,发票报销,https://www.feishu.cn/docx/Br5HdgjNSoD6hOxa9lJch5oOnNb,rate_limited,覆盖类别 1 | 命中次数 1
5.0,E0V 模具验收差旅日报20260207,docs,docx,1,1,差旅,差旅,https://www.feishu.cn/docx/OOnsd9reUoEkV1xMRdzc6eUenCc,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 标题疑似噪声 -1
3.5,前端H5专业组 工作周报,wiki,2,1,1,加班与调休,加班申请,https://my-ichery.feishu.cn/wiki/Ltp7w1o0ticSoukaX1ecFq8SnZc,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
