score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
11.5,奇瑞汽车APP架构,wiki,8,2,2,VPN与远程办公 | 邮箱与应用,远程权限 | 邮箱权限,https://my-ichery.feishu.cn/wiki/Pln7wi5SwiX7BOkiWRbcBC1ZnTh,,覆盖类别 2 | 命中次数 2 | 知识库来源
11.2,星海大数据平台账号权限申请,docs,docx,1,1,VPN与远程办公,VPN,https://www.feishu.cn/docx/QlqQdLVrsoJeLCxpVQCc3Drfnyc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 可读取正文 | 正文强信号 1
10.5,信息化指引手册,docs,docx,1,1,邮箱与应用,邮箱申请,https://www.feishu.cn/docx/Jh7TdpqyXoiSb8xVFEGcIX0wn0b,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 2
10.0,阿里云无影云桌面使用指南,docs,docx,1,1,密码与账号,修改密码,https://www.feishu.cn/docx/EHKyd023voUEEOxLX1AcBD7onmb,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 可读取正文
9.9,飞书文档使用入门介绍,docs,docx,1,1,VPN与远程办公,远程办公,https://www.feishu.cn/docx/FuT9dysOQo0WEYxRyoFcpGB3nEe,,覆盖类别 1 | 命中次数 1 | 可读取正文 | 正文强信号 2
9.0,登录账号、密码、权限,wiki,8,1,1,密码与账号,修改密码,https://my-ichery.feishu.cn/wiki/SKhdweH5Ai356DkojJycVDsdnhe,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,如何申请VPN权限？,wiki,8,1,1,VPN与远程办公,VPN,https://my-ichery.feishu.cn/wiki/St3KwFWWvikYYlkHEHdciDzWnBf,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,专线访问内网业务申请流程,wiki,8,1,1,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/PVICwZWwziJ6fkkZaDcc5mi2nof,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,云桌面申请流程,wiki,8,1,1,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/XCjGwy0WriZjNqktvt3cMeOunuf,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,云桌面使用指南,wiki,8,1,1,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/OlD3wWysviBsP8k5noKcpeLYnDh,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,Apollo Android 项目新人指引,wiki,8,1,1,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/OnPbwKJ1oibQGmk1JUecZai5nPh,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,查询车辆相关权限接口,wiki,8,1,1,VPN与远程办公,远程权限,https://my-ichery.feishu.cn/wiki/Hf6Vw2L6pi8FwzktaZqcMkNbnec,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,捷途试验车系统角色权限有哪些？,wiki,8,1,1,VPN与远程办公,远程权限,https://my-ichery.feishu.cn/wiki/XMwuwn2LUiw5r5k67r4cPyebn7b,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,APP操作手册,wiki,8,1,1,VPN与远程办公,远程权限,https://my-ichery.feishu.cn/wiki/WHLowfHRcieB6Fkq6hAcWso7nRe,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,内外饰供应商通讯录及对应负责人,wiki,2,1,1,邮箱与应用,企业邮箱,https://my-ichery.feishu.cn/wiki/RnZywk2VliLLkJk9yQrcxirPnSe,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
8.0,资源账号（共享）,wiki,8,2,1,VPN与远程办公,VPN | 内网访问,https://my-ichery.feishu.cn/wiki/QNZQwMIp5iioDmkuj15cVFZQnPG,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,如何申请公共邮箱,wiki,8,2,1,邮箱与应用,企业邮箱 | 邮箱申请,https://my-ichery.feishu.cn/wiki/UG4iwHglBicSuDkz927cYIZOnlc,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,GitLab,wiki,8,2,1,邮箱与应用,企业邮箱 | 邮箱申请,https://my-ichery.feishu.cn/wiki/JEpywM4xNioxb9kUAAqciQmhnnc,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,颜色bom工程师邮箱地址配置,wiki,8,2,1,邮箱与应用,邮箱权限 | 邮箱申请,https://my-ichery.feishu.cn/wiki/HzWxwFlgciCvZ8kqvxkc9qDGnBh,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,新员工入职须知,docs,docx,1,1,邮箱与应用,邮箱申请,https://www.feishu.cn/docx/LOyadT33WoZrFJxvsBgcGbYYnWc,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
7.5,招聘宣传落地页,docs,docx,1,1,VPN与远程办公,远程办公,https://www.feishu.cn/docx/doxcnaYfmLKUn33646TZUvWQoMm,,覆盖类别 1 | 命中次数 1 | 可读取正文
6.5,Polarion(ALM)系统自助修改账户密码(非忘记),wiki,8,1,1,密码与账号,修改密码,https://my-ichery.feishu.cn/wiki/NPrswN3n1ifGtYkcoTwcU61Wnlf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,SAP如何自助修改密码？,wiki,8,1,1,密码与账号,修改密码,https://my-ichery.feishu.cn/wiki/Vq8Fw1Y6BiNueQkEYlVcCuBYntf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,修改车控密码接口,wiki,8,1,1,密码与账号,修改密码,https://my-ichery.feishu.cn/wiki/YyGmwNekIir92ikIlX2cs4QXnde,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,域密码/开机密码修改后，共享文件夹无法打开或报错,wiki,8,1,1,密码与账号,修改密码,https://my-ichery.feishu.cn/wiki/Yzsxwm374iYUWHkbKZSc0vePnie,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,控股OA密码如何自助更改,wiki,8,1,1,密码与账号,修改密码,https://my-ichery.feishu.cn/wiki/VUJAwV8HriZWWakgxKNcYCn2ndd,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,用户自助重置密码后端设计方案,wiki,8,1,1,密码与账号,修改密码,https://my-ichery.feishu.cn/wiki/MqgpwZmHVi8fkckFBGncfOIsnze,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,找回数字车控密码接口,wiki,8,1,1,密码与账号,找回密码,https://my-ichery.feishu.cn/wiki/QO7wwK26MisNIzk9usPcHszZnGb,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,门户登录页用什么账号和密码登录?,wiki,8,1,1,密码与账号,找回密码,https://my-ichery.feishu.cn/wiki/AovswBe6gizjGDkomclc9jcOnTe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,用户中心概要设计,wiki,8,1,1,密码与账号,找回密码,https://my-ichery.feishu.cn/wiki/XDsMw0K4qi4F7Dkz0X3cdOrnn1e,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,短信站内信文案,wiki,3,1,1,密码与账号,找回密码,https://my-ichery.feishu.cn/wiki/JE2IwTbV1iLx5JkqyuRctLxonlg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,2026.3.30 整车优化,wiki,8,1,1,密码与账号,找回密码,https://my-ichery.feishu.cn/wiki/J0DuwPmADiVY4uk0brvc8Sdfnwd,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,华为云VPN使用说明,wiki,8,1,1,VPN与远程办公,VPN,https://my-ichery.feishu.cn/wiki/EelZw1e9ciVJ71ko9Slcznk7nbb,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,外网登录Jira 华为云VPN使用,wiki,8,1,1,VPN与远程办公,VPN,https://my-ichery.feishu.cn/wiki/QNmJwoVmOipQoXkCmuVcMGk2n7e,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,VPN申请清单-珍岛.xlsx,wiki,5,1,1,VPN与远程办公,VPN,https://my-ichery.feishu.cn/wiki/S3HzwJmpqi8cTXkkKsQcUVi1npg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,资源账号,wiki,8,1,1,VPN与远程办公,VPN,https://my-ichery.feishu.cn/wiki/JTqKwrOmqiPTsskFWIUc5CiYnle,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,SCRM事故报告-1103,wiki,2,1,1,VPN与远程办公,远程办公,https://my-ichery.feishu.cn/wiki/TYP1wl12hi5GsfkIJ6BcOvAln5e,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,内网间访问业务安全评估申请表v4.1.xlsx,wiki,5,1,1,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/CdbdwWlG2iYq86k7HoOcTR5Dnlf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,无外网环境下如何访问汽车之家,wiki,8,1,1,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/R5FxwJggdi7i3Ek7bEFcOtO8nqg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,信息安全知识库,wiki,8,1,1,VPN与远程办公,内网访问,https://my-ichery.feishu.cn/wiki/Mh1HwSm1IiGU3KkbQuhcymhdnJc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,涉及版权无法安装的软件明细,wiki,8,1,1,VPN与远程办公,远程连接,https://my-ichery.feishu.cn/wiki/MSYawfNzDibpC1kCgN1cQ1c3nJb,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,日志项目POC需求列表,wiki,2,1,1,VPN与远程办公,远程连接,https://my-ichery.feishu.cn/wiki/ZYexw1vKUihwcAky3w5cJX4anoa,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,代理模式,wiki,8,1,1,VPN与远程办公,远程连接,https://my-ichery.feishu.cn/wiki/IBp4wuWUdikHfAk6X5Acfb7Cnlg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,JIRA产品验收意见反馈,wiki,2,1,1,VPN与远程办公,远程连接,https://my-ichery.feishu.cn/wiki/Cpq3wtmV5i7PpmkzRzrc6aEOnOd,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,C端软件产品功能和非功能指标(部分),wiki,8,1,1,VPN与远程办公,远程权限,https://my-ichery.feishu.cn/wiki/Irakw8eiDiMxvfkXtkJcnO9cn5f,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,赛道三：作品提交要求,wiki,8,1,1,邮箱与应用,企业邮箱,https://my-ichery.feishu.cn/wiki/Ln2awtI5miP7qEkeszXcWp9SnRg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,赛道二：作品提交要求,wiki,8,1,1,邮箱与应用,企业邮箱,https://my-ichery.feishu.cn/wiki/DLgewM243iPDhXkotrhc45PMnxd,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,开发-国际短信和邮箱验证(出海),wiki,8,1,1,邮箱与应用,企业邮箱,https://my-ichery.feishu.cn/wiki/I96qw68l8iS8X7kKkpvcgTvAnoe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,赛道一：作品提交要求,wiki,8,1,1,邮箱与应用,企业邮箱,https://my-ichery.feishu.cn/wiki/YMMVwjmSlipoXdkCrKMcWRddnVc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,运维-Gitlab代码迁移文档（账号注册）,wiki,8,1,1,邮箱与应用,企业邮箱,https://my-ichery.feishu.cn/wiki/HlFQwUTbOifZLYkUUWDcJ1ThnUh,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,如何申请/注销域账号、飞书账号、邮箱账号？,wiki,8,1,1,邮箱与应用,邮箱申请,https://my-ichery.feishu.cn/wiki/OGmtwEwPKilShmkjvY3cBJrenHb,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,如何撤回邮件,wiki,8,1,1,邮箱与应用,邮箱申请,https://my-ichery.feishu.cn/wiki/G0bvwVp84iaqQAkxRGYciyH2n0L,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,代码资产管理安全评估表,wiki,2,1,1,邮箱与应用,邮箱权限,https://my-ichery.feishu.cn/wiki/F1bKwGERTisgPEkwvO2cIl2rn3v,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,项目业务&产品数据准备物料,wiki,8,1,1,邮箱与应用,邮箱权限,https://my-ichery.feishu.cn/wiki/VI20wYbadiXeUpklw9ycuM1knZc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,代码资产内部管控点,wiki,2,1,1,邮箱与应用,邮箱权限,https://my-ichery.feishu.cn/wiki/RzKAwjJIdiMMGrkB67xcjUKMn6A,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,奇瑞APP技术清单,wiki,2,1,1,邮箱与应用,邮箱权限,https://my-ichery.feishu.cn/wiki/MYp2wp1aIi6J2Gkp2ZAcTwYunIh,,覆盖类别 1 | 命中次数 1 | 知识库来源
5.5,5月25日远程查看西班牙大区机器狗问题总结及后续,docs,docx,1,1,VPN与远程办公,远程办公,https://www.feishu.cn/docx/Vr33dfN07oVw2OxRLQ9cE9u9nJf,rate_limited,覆盖类别 1 | 命中次数 1
5.5,OO的说明书,docs,docx,1,1,邮箱与应用,企业邮箱,https://www.feishu.cn/docx/KvogdrYhtosw6cxeSBFcCvN7nvP,rate_limited,覆盖类别 1 | 命中次数 1
5.5,02.售后服务管理基准,docs,docx,1,1,邮箱与应用,企业邮箱,https://www.feishu.cn/docx/OwoedEF1OoNfOPxQvNRcHPa5nGw,rate_limited,覆盖类别 1 | 命中次数 1
3.5,欧盟OJ的测试case,wiki,2,1,1,VPN与远程办公,远程权限,https://my-ichery.feishu.cn/wiki/ASCqwVhj6isy2YkIHCnc4Tdonqb,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
