merged_score,title,batch_count,total_hit_count,category_count,query_count,avg_original_score,max_original_score,source_kinds,categories,matched_queries,url,downgrade_flags,reasons
38.9,关于进一步规范出差审批和费用报销管理的通知（股份）.pdf,3,11,4,10,16.67,22.5,wiki,发票 | 差旅 | 报销 | 餐补福利,出差 | 出差审批 | 发票报销 | 差旅报销 | 差旅标准 | 差旅申请 | 报销 | 报销标准 | 补贴 | 费用报销,https://my-ichery.feishu.cn/wiki/I4hRwJTtqikwIDkWLPUcX4IYnse,,跨批出现 3 | 覆盖类别 4 | 累计命中 11 | 标题强信号 1 | 包含知识库来源 | 查询覆盖 10
37.7,A05.SAP HR薪酬管理操作概述,3,10,4,10,11.17,20.5,wiki,加班与调休 | 社保公积金 | 薪资个税 | 餐补福利,个税 | 五险一金 | 公积金 | 加班 | 发薪 | 工资 | 社保 | 社保缴纳 | 薪资 | 补贴,https://my-ichery.feishu.cn/wiki/WGYowyekxim4HAkl6dBcPA77nch,,跨批出现 3 | 覆盖类别 4 | 累计命中 10 | 标题强信号 1 | 包含知识库来源 | 查询覆盖 10
34.0,02.售后服务管理基准,4,5,4,5,10.95,16.1,docs,IT报修 | 差旅 | 报销 | 邮箱与应用,企业邮箱 | 差旅 | 差旅报销 | 报销流程 | 设备故障,https://www.feishu.cn/docx/OwoedEF1OoNfOPxQvNRcHPa5nGw,,跨批出现 4 | 覆盖类别 4 | 累计命中 5 | 可读取正文 | 查询覆盖 5
33.0,墨甲临时采购管理办法,4,5,4,4,7.28,11.1,docs,IT报修 | 发票 | 报销 | 账号权限,发票报销 | 发票申请 | 权限审批 | 设备故障,https://www.feishu.cn/docx/Br5HdgjNSoD6hOxa9lJch5oOnNb,,跨批出现 4 | 覆盖类别 4 | 累计命中 5 | 可读取正文
32.7,iChery学习手册,4,5,3,5,9.47,13.9,docs,密码与账号 | 薪资个税 | 邮箱与应用,修改密码 | 忘记密码 | 找回密码 | 系统账号 | 薪资,https://www.feishu.cn/docx/MQ0cdaWMeo4aODx2a4fcBKTfn8d,,跨批出现 4 | 覆盖类别 3 | 累计命中 5 | 标题强信号 1 | 可读取正文 | 查询覆盖 5
32.6,《墨甲机器人员工出入境指南与海外工作安全提醒》-,3,7,3,7,12.5,18.0,docs,差旅 | 报销 | 邮箱与应用,MFA | 差旅 | 差旅报销 | 差旅标准 | 报销标准 | 报销流程 | 费用报销,https://www.feishu.cn/docx/XNh2dAu6EoQMAjxJnbNc6PJfnMj,,跨批出现 3 | 覆盖类别 3 | 累计命中 7 | 标题强信号 1 | 可读取正文 | 查询覆盖 7
31.9,差旅相关问题,4,6,3,6,9.75,12.0,wiki,IT报修 | 差旅 | 餐补福利,出差 | 差旅 | 差旅标准 | 差旅申请 | 提交工单 | 补贴,https://my-ichery.feishu.cn/wiki/UgrIww0E4iS8TEk0LCsc5PPPnKh,,跨批出现 4 | 覆盖类别 3 | 累计命中 6 | 标题强信号 1 | 包含知识库来源 | 查询覆盖 6
30.6,登录账号、密码、权限,3,7,3,7,13.33,17.0,wiki,IT报修 | 密码与账号 | 账号权限,修改密码 | 密码重置 | 提交工单 | 权限开通 | 访问权限 | 账号权限 | 重置密码,https://my-ichery.feishu.cn/wiki/SKhdweH5Ai356DkojJycVDsdnhe,,跨批出现 3 | 覆盖类别 3 | 累计命中 7 | 标题强信号 1 | 包含知识库来源 | 查询覆盖 7
30.4,新人入职指南,3,5,3,5,12.5,13.0,wiki,IT报修 | 入职 | 账号权限,IT自助服务 | 入职 | 开通权限 | 新员工入职 | 服务台,https://my-ichery.feishu.cn/wiki/FvbDwS3KTiuH1lkyCewcpQWDnJb,,跨批出现 3 | 覆盖类别 3 | 累计命中 5 | 标题强信号 2 | 包含知识库来源 | 查询覆盖 5
30.3,差旅费报销,2,7,3,7,18.75,19.5,wiki,发票 | 差旅 | 报销,出差 | 差旅 | 差旅报销 | 差旅申请 | 报销 | 电子发票 | 费用报销,https://my-ichery.feishu.cn/wiki/ODD6wPaHliQ4Amkk29JchNpTnSg,,跨批出现 2 | 覆盖类别 3 | 累计命中 7 | 标题强信号 2 | 包含知识库来源 | 查询覆盖 7
29.4,A04.01.SAP HR操作指南-缺勤&加班维护,3,6,3,5,11.67,17.0,wiki,加班与调休 | 考勤 | 请假与假期,加班 | 加班申请 | 考勤 | 请假 | 调休,https://my-ichery.feishu.cn/wiki/Hcq9wruDEidu2qkib7ccqZiJncf,,跨批出现 3 | 覆盖类别 3 | 累计命中 6 | 标题强信号 1 | 包含知识库来源 | 查询覆盖 5
29.1,各系统账号、权限申请(注销/变更)流程,3,5,2,5,12.5,13.0,wiki,账号权限 | 邮箱与应用,权限开通 | 权限申请 | 系统权限 | 系统账号 | 账号权限,https://my-ichery.feishu.cn/wiki/LBdywjN2Mi4Zxikr5KdcAyaln2g,,跨批出现 3 | 覆盖类别 2 | 累计命中 5 | 标题强信号 3 | 包含知识库来源 | 查询覆盖 5
28.1,如何申请应用系统的账号和权限？(例：OA、合同系统、SAP、MES、PQCP、SRM...等),3,6,2,6,10.0,11.5,wiki,账号权限 | 邮箱与应用,权限审批 | 权限申请 | 系统权限 | 系统账号 | 账号开通 | 账号权限,https://my-ichery.feishu.cn/wiki/HWepwS7tciM6X5kO7alcgGMunah,,跨批出现 3 | 覆盖类别 2 | 累计命中 6 | 标题强信号 2 | 包含知识库来源 | 查询覆盖 6
26.9,差旅申请单,3,5,2,5,10.0,12.0,wiki,差旅 | 邮箱与应用,出差 | 单点登录 | 差旅 | 差旅报销 | 差旅申请,https://my-ichery.feishu.cn/wiki/Ln8hwTXnxiVygqknLs0c24fCnOc,,跨批出现 3 | 覆盖类别 2 | 累计命中 5 | 标题强信号 2 | 包含知识库来源 | 查询覆盖 5
26.6,要不要转？怎么转？社保公积金转移指南,2,5,2,5,16.25,18.5,wiki,入职 | 社保公积金,五险一金 | 入职 | 公积金 | 社保 | 社保缴纳,https://my-ichery.feishu.cn/wiki/BQe6w6INzidMJxkCuzTcQodWnFb,,跨批出现 2 | 覆盖类别 2 | 累计命中 5 | 标题强信号 3 | 包含知识库来源 | 查询覆盖 5
25.7,VPN申请、注销、续期流程.docx,2,4,3,4,12.25,15.5,wiki,VPN与远程办公 | 邮箱与应用 | 餐补福利,VPN | 福利 | 邮箱权限 | 邮箱申请,https://my-ichery.feishu.cn/wiki/DeJgwFMNyilUMeksrFdcePZanaf,,跨批出现 2 | 覆盖类别 3 | 累计命中 4 | 标题强信号 2 | 包含知识库来源
25.5,奇瑞国际人才发展系统说明答疑,2,4,3,4,12.85,17.7,docs,密码与账号 | 账号权限 | 邮箱与应用,密码重置 | 系统账号 | 账号开通 | 重置密码,https://www.feishu.cn/docx/Zu73ds4UCohc8OxBc5icjMtbnle,,跨批出现 2 | 覆盖类别 3 | 累计命中 4 | 标题强信号 1 | 可读取正文
24.8,A03.03.SAP HR操作指南-人事活动——入、转、调、离,3,3,3,3,9.0,9.0,wiki,考勤 | 薪资个税 | 请假与假期,发薪 | 考勤 | 请假,https://my-ichery.feishu.cn/wiki/FTFQw6RWmip0Kxk7VctcCpfUnhe,,跨批出现 3 | 覆盖类别 3 | 累计命中 3 | 标题强信号 1 | 包含知识库来源
24.6,校招面试话术 副本,3,3,3,3,6.83,7.5,docs,差旅 | 薪资个税 | 餐补福利,出差 | 福利 | 薪资,https://www.feishu.cn/docx/Hc2VdjCyJoh5cmxeLaXc0sCfnLe,,跨批出现 3 | 覆盖类别 3 | 累计命中 3 | 可读取正文
23.8,信息安全知识库,3,4,3,4,7.0,8.0,wiki,VPN与远程办公 | 入职 | 账号权限,入职 | 内网访问 | 开通权限 | 新员工入职,https://my-ichery.feishu.cn/wiki/Mh1HwSm1IiGU3KkbQuhcymhdnJc,,跨批出现 3 | 覆盖类别 3 | 累计命中 4 | 包含知识库来源
23.2,业务流程说明及模板参考,2,5,2,4,11.85,12.7,docs,发票 | 报销,发票 | 发票报销 | 报销 | 费用报销,https://www.feishu.cn/docx/KtUcd9ZqroKJVhxDX4Uc2g2znXe,,跨批出现 2 | 覆盖类别 2 | 累计命中 5 | 标题强信号 1 | 可读取正文
22.5,奇瑞商旅操作指南（股份）,3,4,2,4,9.5,10.5,wiki,差旅 | 餐补福利,出差审批 | 差旅 | 差旅申请 | 补贴,https://my-ichery.feishu.cn/wiki/Nv8KwsV2Xizdxqk2vmscdhDrngc,,跨批出现 3 | 覆盖类别 2 | 累计命中 4 | 标题强信号 1 | 包含知识库来源
22.5,财务共享系统的报账单关联不了出差申请单,3,4,2,4,7.0,8.0,wiki,差旅 | 餐补福利,出差 | 差旅 | 差旅申请 | 补贴,https://my-ichery.feishu.cn/wiki/W6GNwemvGi7eUjkee67cD32Fnbe,,跨批出现 3 | 覆盖类别 2 | 累计命中 4 | 标题强信号 1 | 包含知识库来源
22.2,飞书应用上架说明,3,3,2,3,7.63,8.7,docs,账号权限 | 邮箱与应用,权限申请 | 系统权限 | 飞书应用,https://www.feishu.cn/docx/Odx8dEqC0oEsD7xl9JacT71an4c,,跨批出现 3 | 覆盖类别 2 | 累计命中 3 | 可读取正文 | 正文强信号 1
22.2,报销差旅费，收款银行账户选择不到，无法提交单据,2,4,2,4,14.75,18.0,wiki,差旅 | 报销,差旅 | 差旅报销 | 报销 | 费用报销,https://my-ichery.feishu.cn/wiki/JmQSwakG8iaLQRkZPaLcIX7EncH,,跨批出现 2 | 覆盖类别 2 | 累计命中 4 | 标题强信号 2 | 包含知识库来源
21.8,芜湖市紫云英“高校毕业生保险费补贴”政策申请指南,2,2,2,2,9.0,10.0,docs,社保公积金 | 餐补福利,社保 | 补贴,https://www.feishu.cn/docx/WC60dxpgnojNm2xIL80cCC3pniV,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 标题强信号 2 | 可读取正文
21.0,如何申请VPN权限？,2,3,2,3,9.75,10.5,wiki,VPN与远程办公 | 账号权限,VPN | 权限开通 | 访问权限,https://my-ichery.feishu.cn/wiki/St3KwFWWvikYYlkHEHdciDzWnBf,,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 标题强信号 2 | 包含知识库来源
21.0,差旅出行必须行程结束方可报销，行程未完结不允许报销吗？,2,3,2,3,14.0,16.5,wiki,差旅 | 报销,差旅 | 差旅报销 | 报销,https://my-ichery.feishu.cn/wiki/ZEKww9eMpiRxZPkBJugc4IaAnyg,,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 标题强信号 2 | 包含知识库来源
20.3,Polarion(ALM)系统自助修改账户密码(非忘记),3,4,2,4,7.0,8.0,wiki,IT报修 | 密码与账号,IT自助服务 | 修改密码 | 忘记密码 | 重置密码,https://my-ichery.feishu.cn/wiki/NPrswN3n1ifGtYkcoTwcU61Wnlf,,跨批出现 3 | 覆盖类别 2 | 累计命中 4 | 包含知识库来源
19.6,阿里云无影云桌面使用指南,2,2,2,2,9.0,10.0,docs,密码与账号 | 账号权限,修改密码 | 账号开通,https://www.feishu.cn/docx/EHKyd023voUEEOxLX1AcBD7onmb,,跨批出现 2 | 覆盖类别 2 | 累计命中 2 | 标题强信号 1 | 可读取正文
19.0,发票采集和影像上传要求,2,5,2,4,8.75,11.0,wiki,发票 | 报销,发票 | 发票报销 | 开票信息 | 电子发票,https://my-ichery.feishu.cn/wiki/LeE7wlvC6iqv6OkA7RVcIGaFngg,,跨批出现 2 | 覆盖类别 2 | 累计命中 5 | 包含知识库来源
18.8,AI数字员工创建手册,2,3,2,3,9.75,10.5,wiki,IT报修 | 账号权限,IT报修 | IT自助服务 | 开通权限,https://my-ichery.feishu.cn/wiki/XCBgwzYntiYl5bkcAt0ciX53ndg,,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 标题强信号 1 | 包含知识库来源
18.8,🤖 新人指南,2,3,2,3,9.75,10.5,wiki,入职 | 账号权限,入职 | 开通权限 | 账号开通,https://my-ichery.feishu.cn/wiki/GoG9wULgPicNUtk951rc7GwynHf,,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 标题强信号 1 | 包含知识库来源
18.8,日常费用报销单,2,3,2,3,9.75,10.5,wiki,报销 | 餐补福利,报销 | 补贴 | 费用报销,https://my-ichery.feishu.cn/wiki/VxaUwUmrkihRpZkXt94ckWtCnXb,,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 标题强信号 1 | 包含知识库来源
18.8,资产报账单报销时，付款金额小于发票金额（如有质保款的情况），应该怎么填写支付方式？,2,3,2,2,9.25,10.0,wiki,发票 | 报销,发票报销 | 报销流程,https://my-ichery.feishu.cn/wiki/UjEFwfYfMiSB19klzMBc9kECnqh,,跨批出现 2 | 覆盖类别 2 | 累计命中 3 | 标题强信号 1 | 包含知识库来源
18.7,3.1.2 项目权限申请,2,4,1,4,10.5,12.0,wiki,账号权限,权限审批 | 权限开通 | 权限申请 | 访问权限,https://my-ichery.feishu.cn/wiki/RLhvwCwtQirXzgkZ2wwceuOFnfb,,跨批出现 2 | 覆盖类别 1 | 累计命中 4 | 标题强信号 2 | 包含知识库来源
