score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
11.5,《墨甲机器人员工出入境指南与海外工作安全提醒》-,docs,docx,2,1,差旅,差旅报销 | 差旅标准,https://www.feishu.cn/docx/XNh2dAu6EoQMAjxJnbNc6PJfnMj,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 可读取正文
11.5,报销差旅费，收款银行账户选择不到，无法提交单据,wiki,8,1,1,差旅,差旅报销,https://my-ichery.feishu.cn/wiki/JmQSwakG8iaLQRkZPaLcIX7EncH,,覆盖类别 1 | 命中次数 1 | 标题强信号 2 | 知识库来源
11.5,差旅出行必须行程结束方可报销，行程未完结不允许报销吗？,wiki,8,1,1,差旅,差旅报销,https://my-ichery.feishu.cn/wiki/ZEKww9eMpiRxZPkBJugc4IaAnyg,,覆盖类别 1 | 命中次数 1 | 标题强信号 2 | 知识库来源
11.1,02.售后服务管理基准,docs,docx,1,1,差旅,差旅报销,https://www.feishu.cn/docx/OwoedEF1OoNfOPxQvNRcHPa5nGw,,覆盖类别 1 | 命中次数 1 | 可读取正文 | 正文强信号 3
11.0,发票采集和影像上传要求,wiki,8,4,1,发票,发票 | 发票报销 | 开票信息 | 电子发票,https://my-ichery.feishu.cn/wiki/LeE7wlvC6iqv6OkA7RVcIGaFngg,,覆盖类别 1 | 命中次数 4 | 知识库来源
10.5,奇瑞商旅操作指南（股份）,wiki,8,2,1,差旅,出差审批 | 差旅申请,https://my-ichery.feishu.cn/wiki/Nv8KwsV2Xizdxqk2vmscdhDrngc,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 知识库来源
10.5,信息化指引手册,docs,docx,1,1,差旅,出差,https://www.feishu.cn/docx/Jh7TdpqyXoiSb8xVFEGcIX0wn0b,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 2
9.5,报账单关联不了2个出差申请单,wiki,8,3,1,差旅,出差 | 出差审批 | 差旅申请,https://my-ichery.feishu.cn/wiki/BKtmwVyKviMzutklH4AcZ2HXnDb,,覆盖类别 1 | 命中次数 3 | 知识库来源
9.5,增值税电子发票要不要填税率税额？,wiki,8,3,1,发票,发票 | 发票申请 | 电子发票,https://my-ichery.feishu.cn/wiki/IHHuwAUBwi1Yv4kiygac5LMDnUc,,覆盖类别 1 | 命中次数 3 | 知识库来源
9.0,使用ETC通行高速公路时，只有汇总单，没有发票如何报销?,wiki,8,1,1,发票,发票报销,https://my-ichery.feishu.cn/wiki/FCITwLLzNiJWs0krYuHcH6esnib,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
8.7,速通捷途研发教程（限时免费版）,docs,docx,1,1,差旅,出差,https://www.feishu.cn/docx/HCitdop5RoAoQKxdKZvcBhw7n6f,,覆盖类别 1 | 命中次数 1 | 可读取正文 | 正文强信号 1
8.7,《墨甲机器人出国管理规定》2024版(1),docs,docx,1,1,差旅,差旅申请,https://www.feishu.cn/docx/YGkbdWbBno7ufjxg21RcgiBpnhc,,覆盖类别 1 | 命中次数 1 | 可读取正文 | 正文强信号 1
8.5,资产报账单报销时，付款金额小于发票金额（如有质保款的情况），应该怎么填写支付方式？,wiki,8,1,1,发票,发票报销,https://my-ichery.feishu.cn/wiki/UjEFwfYfMiSB19klzMBc9kECnqh,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
8.0,财务共享系统的报账单关联不了出差申请单,wiki,8,2,1,差旅,出差 | 差旅申请,https://my-ichery.feishu.cn/wiki/W6GNwemvGi7eUjkee67cD32Fnbe,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,填单时“发票信息”字段是什么意思?,wiki,8,2,1,发票,发票 | 开票信息,https://my-ichery.feishu.cn/wiki/NUPzw9jb2iB23hkedj6cc21unzh,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,增值税专用发票为何必须要上传发票联，抵扣联为何不行？,wiki,8,2,1,发票,发票 | 发票报销,https://my-ichery.feishu.cn/wiki/HB09wh5Bsi1aM4kqmXoc9BDmnIg,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,补卡、请假申请流程及注意事项,docs,docx,1,1,差旅,出差,https://www.feishu.cn/docx/FP3zdceUio1HQAxSYqqcsYcTnXd,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
8.0,总流程 试制内外饰有年框执行 1.0（左边有目录）,docs,docx,1,1,发票,发票,https://www.feishu.cn/docx/Kn5VdOFNRoW2QrxWVMtcS8C8nQg,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
7.5,校招面试话术 副本,docs,docx,1,1,差旅,出差,https://www.feishu.cn/docx/Hc2VdjCyJoh5cmxeLaXc0sCfnLe,,覆盖类别 1 | 命中次数 1 | 可读取正文
7.0,墨甲临时采购管理办法,docs,docx,2,1,发票,发票报销 | 发票申请,https://www.feishu.cn/docx/Br5HdgjNSoD6hOxa9lJch5oOnNb,rate_limited,覆盖类别 1 | 命中次数 2
7.0,E0V 模具验收差旅日报20260207,docs,docx,1,1,差旅,出差,https://www.feishu.cn/docx/OOnsd9reUoEkV1xMRdzc6eUenCc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 标题疑似噪声 -1 | 可读取正文
6.5,实际出差人与报账人不一致可以吗？,wiki,8,1,1,差旅,出差,https://my-ichery.feishu.cn/wiki/MAcPw1kE1ietufkv1H8cK0Cyn8d,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,02.17-02.19国际海外出差人员,wiki,3,1,1,差旅,出差,https://my-ichery.feishu.cn/wiki/XLh3wE83mixYL1kAYWqcF9jgnre,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,如何填写搭顺风或者跟车事项？,wiki,8,1,1,差旅,差旅报销,https://my-ichery.feishu.cn/wiki/MEMRw3DdTirCM6k38k3cPB6Hnxd,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,发票问题,wiki,8,1,1,发票,发票,https://my-ichery.feishu.cn/wiki/D7UDwqJ9iiVePAkfDbhcJF64nce,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,发票,wiki,8,1,1,发票,发票,https://my-ichery.feishu.cn/wiki/AzFfwP0soiDeqTkhGjKcua4QnWh,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,住宿发票税种怎么填写？,wiki,8,1,1,发票,发票,https://my-ichery.feishu.cn/wiki/QL58wyS3mizvDak5kS3cSvKunxg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,填写系统时找不到普通发票的对应税率?,wiki,8,1,1,发票,发票,https://my-ichery.feishu.cn/wiki/PgZaw2qLkibqdMk2IPdcwvKhn7c,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,法国开票信息,wiki,8,1,1,发票,开票信息,https://my-ichery.feishu.cn/wiki/I5TiwDtiBivCfZkmiyncJFP2nUh,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,S0503-W-02  供应商过程变更操作办法A.2.pdf,wiki,5,1,1,发票,开票信息,https://my-ichery.feishu.cn/wiki/KTYrwLuHGiLVdykLu6IcRiVxnub,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,推荐购车规则优化,wiki,8,1,1,发票,开票信息,https://my-ichery.feishu.cn/wiki/OUN3wgFFXiPNvhkvxlXcOfUinSe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,盈丰门店运营AA&DA,wiki,8,1,1,发票,开票信息,https://my-ichery.feishu.cn/wiki/C86kwIciSixn5ckfXjucEh7sn4a,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,大客户项目风险记录,wiki,8,1,1,发票,开票信息,https://my-ichery.feishu.cn/wiki/DSu4wrHqjiOOiwkZmGucMTggnEg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,数据表清单,wiki,3,1,1,发票,开票信息,https://my-ichery.feishu.cn/wiki/OKHCwiXaQiyXfBk6oB6c7nzHn1c,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,FR功能进度,wiki,2,1,1,发票,发票申请,https://my-ichery.feishu.cn/wiki/FHtXwgxcQiR5pWkeSb5cWTVYndg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,SCRM版本更新验证checklist,wiki,2,1,1,发票,发票申请,https://my-ichery.feishu.cn/wiki/HBquw7sEMiOCLhkp9DPcg8qBnVh,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,SCRM-CheckList-V2.2.2_0715,wiki,8,1,1,发票,发票申请,https://my-ichery.feishu.cn/wiki/F5UDw5TMOihn6LksEzgcUOv8nDg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,V25_0527,wiki,3,1,1,发票,电子发票,https://my-ichery.feishu.cn/wiki/YUWtwYLvzioxtJkm5QzcjmEInlf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,V25_0515,wiki,3,1,1,发票,电子发票,https://my-ichery.feishu.cn/wiki/ZAfRwzvo9iWV3DkHK3xcUrGHnoc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,2.2.3需求分配及工时评估,wiki,3,1,1,发票,电子发票,https://my-ichery.feishu.cn/wiki/AWafwO3YiikvaPkIDlCc0hVUnRc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,个人垫支采购的费用如何借款，如何进行冲销操作,wiki,8,1,1,发票,发票报销,https://my-ichery.feishu.cn/wiki/XsRHwKWvviZALDkr2OfcujmXntb,,覆盖类别 1 | 命中次数 1 | 知识库来源
5.5,数据闭环工作汇总,docs,docx,1,1,差旅,出差,https://www.feishu.cn/docx/TKp0dH34xowVzLxqoIhcnJx6nHe,rate_limited,覆盖类别 1 | 命中次数 1
5.5,电商客服话术,docs,docx,1,1,发票,发票,https://www.feishu.cn/docx/ATUYdi2QNoI7lmxkbHecNt1InZo,rate_limited,覆盖类别 1 | 命中次数 1
5.5,电商客服常见Q&A,docs,docx,1,1,发票,发票,https://www.feishu.cn/docx/doxcnxgbCUXJt2uZDVqIqvQm2Ah,rate_limited,覆盖类别 1 | 命中次数 1
5.5,📝 用户调研报告,docs,docx,1,1,发票,发票,https://www.feishu.cn/docx/doxcnDqEJSPpJ6XXk5fOq9CCaYf,rate_limited,覆盖类别 1 | 命中次数 1
5.5,奇瑞通勤班车温馨提示,docs,docx,1,1,发票,发票,https://www.feishu.cn/docx/X9H3d9FJRoVz49xbYhycQidenoc,rate_limited,覆盖类别 1 | 命中次数 1
5.0,集成组周报,wiki,2,2,1,发票,发票申请 | 电子发票,https://my-ichery.feishu.cn/wiki/WWNJwhw2BiWIgykZ2chcNy3KnDf,,覆盖类别 1 | 命中次数 2 | 标题疑似噪声 -1 | 知识库来源
3.5,SCRM项目0610UAT测试报告,wiki,8,1,1,发票,电子发票,https://my-ichery.feishu.cn/wiki/Ft10wE9eGiXs2LkA1facWv3Yngd,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
