score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
9.5,如何重置/解锁SAP密码,wiki,8,3,1,密码与账号,密码重置 | 账号解锁 | 重置密码,https://my-ichery.feishu.cn/wiki/NULzwi5q5iYVbykJKpRcd3jsnYb,,覆盖类别 1 | 命中次数 3 | 知识库来源
9.0,如何申请USB权限？,wiki,8,1,1,账号权限,开通权限,https://my-ichery.feishu.cn/wiki/PM0pwgEGLil7zZkiNO4cHCzBnlg,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,AI数字员工创建手册,wiki,8,1,1,账号权限,开通权限,https://my-ichery.feishu.cn/wiki/XCBgwzYntiYl5bkcAt0ciX53ndg,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,DFMEA系统角色权限对应功能有哪些？,wiki,8,1,1,账号权限,系统权限,https://my-ichery.feishu.cn/wiki/QinowkRfTiKT01k2ZF3cQ1SYnic,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,捷途试验车系统角色权限有哪些？,wiki,8,1,1,账号权限,系统权限,https://my-ichery.feishu.cn/wiki/XMwuwn2LUiw5r5k67r4cPyebn7b,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,如何申请国际网络chery-international访问权限,wiki,8,1,1,账号权限,访问权限,https://my-ichery.feishu.cn/wiki/E8jlwNq6IihRW3kRivNcky1dnGE,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,特殊网络权限申请,wiki,8,1,1,账号权限,访问权限,https://my-ichery.feishu.cn/wiki/CI6CwEp7eiYwdCka4cPcMrVAnWc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,如何查看自己电脑是否有管理员权限,wiki,8,1,1,账号权限,访问权限,https://my-ichery.feishu.cn/wiki/YClXwVPWQi3SA7kLvBEcRNotnte,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,新建ADA权限,wiki,8,1,1,账号权限,访问权限,https://my-ichery.feishu.cn/wiki/FYGMwCG7iiCI2WkuDh5cziQSnI5,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,CGERS账号申请流程,wiki,8,1,1,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/R8LKwILdai7G8Sku2IeciqnjnUo,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,对公报销时选择不到供应商银行账号或者选择不到供应商信息,wiki,8,1,1,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/Fkonw7F2piEUAbkyy5gcR7Hinsh,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,3.1 TC账号&项目权限管理,wiki,8,1,1,账号权限,权限开通,https://my-ichery.feishu.cn/wiki/HfZGwm6BnipPPGkTkzpc69Swnog,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,如何申请本地管理员权限？,wiki,8,1,1,账号权限,权限开通,https://my-ichery.feishu.cn/wiki/FlLbwD2byijRpykXriwcpiCnnQd,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
8.7,飞书应用上架说明,docs,docx,1,1,账号权限,系统权限,https://www.feishu.cn/docx/Odx8dEqC0oEsD7xl9JacT71an4c,,覆盖类别 1 | 命中次数 1 | 可读取正文 | 正文强信号 1
8.5,海行云工作日常,docs,docx,3,1,账号权限,开通权限 | 权限开通 | 系统权限,https://www.feishu.cn/docx/R6QudejIoorfKTxM46FcAf5Cneb,rate_limited,覆盖类别 1 | 命中次数 3
8.5,速通捷途研发教程（限时免费版）,docs,docx,3,1,密码与账号,密码重置 | 忘记密码 | 重置密码,https://www.feishu.cn/docx/HCitdop5RoAoQKxdKZvcBhw7n6f,rate_limited,覆盖类别 1 | 命中次数 3
8.0,内部问题反馈与业务熟悉记录,wiki,3,2,1,账号权限,开通权限 | 权限审批,https://my-ichery.feishu.cn/wiki/GIFnwlhdYiZhxYkVB2Pcne6hnUe,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,瑞龙项目（30国密码重置).xlsx,wiki,5,2,1,密码与账号,密码重置 | 重置密码,https://my-ichery.feishu.cn/wiki/Me8ow4c72i8TVfkccJvcLpAsneg,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,如何修改域密码？,wiki,8,2,1,密码与账号,密码重置 | 重置密码,https://my-ichery.feishu.cn/wiki/VG7rw0rn6iQgi0kWDfXc3PpKnVe,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,账号与密码,wiki,8,2,1,密码与账号,密码重置 | 重置密码,https://my-ichery.feishu.cn/wiki/E0ihwZaX8i7189k6J4nctbAHnLd,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,4.1.2用户设置,wiki,8,2,1,密码与账号,密码重置 | 忘记密码,https://my-ichery.feishu.cn/wiki/A0dNwPHA2itmspki3MGcdznwnic,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,Polarion(ALM)系统自助修改账户密码(非忘记),wiki,8,2,1,密码与账号,忘记密码 | 重置密码,https://my-ichery.feishu.cn/wiki/NPrswN3n1ifGtYkcoTwcU61Wnlf,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,数据安全工作指引,docs,docx,1,1,账号权限,访问权限,https://www.feishu.cn/docx/UCVHdhjeIoWWYVxUnUUcoePRnMh,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
8.0,阿里云无影云桌面使用指南,docs,docx,1,1,账号权限,账号开通,https://www.feishu.cn/docx/EHKyd023voUEEOxLX1AcBD7onmb,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
8.0,iChery学习手册,docs,docx,1,1,密码与账号,忘记密码,https://www.feishu.cn/docx/MQ0cdaWMeo4aODx2a4fcBKTfn8d,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
8.0,Mornine（墨茵）机器人操作手册 V0.4,docs,docx,1,1,密码与账号,忘记密码,https://www.feishu.cn/docx/IytJdnpZtoOPW8xV4klcp4aOnHh,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
7.5,达人孵化部11月总结与12月计划,docs,docx,1,1,账号权限,开通权限,https://www.feishu.cn/docx/SlmKdobb1oQzPFxqruicV5l5ntf,,覆盖类别 1 | 命中次数 1 | 可读取正文
7.5,个人说明书,docs,docx,1,1,账号权限,系统权限,https://www.feishu.cn/docx/CxQFdUewdoFMjkxN8QMcQ0Ygnhg,,覆盖类别 1 | 命中次数 1 | 可读取正文
7.0,个人说明书,docs,docx,2,1,账号权限,开通权限 | 权限开通,https://www.feishu.cn/docx/Lbk7dQBC9oS3pbxKEPUc1ZomnQc,rate_limited,覆盖类别 1 | 命中次数 2
7.0,CJLR安防业务说明书,docs,docx,2,1,账号权限,开通权限 | 权限开通,https://www.feishu.cn/docx/WREtdAJikoymj9xXxUQcbl2Hngr,rate_limited,覆盖类别 1 | 命中次数 2
7.0,营销数字化项目集进展汇报 副本,docs,docx,2,1,账号权限,开通权限 | 权限开通,https://www.feishu.cn/docx/JFMzdnUJBoLdt3xkLh3c63kbnEE,rate_limited,覆盖类别 1 | 命中次数 2
6.5,SSO-接入开通信息标准,wiki,8,1,1,账号权限,开通权限,https://my-ichery.feishu.cn/wiki/QbejwN2SMiiQsDkiOpycZxkQnte,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,信息安全知识库,wiki,8,1,1,账号权限,开通权限,https://my-ichery.feishu.cn/wiki/Mh1HwSm1IiGU3KkbQuhcymhdnJc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,职能E端网络开通信息梳理,wiki,2,1,1,账号权限,开通权限,https://my-ichery.feishu.cn/wiki/HYEkw6Hl4iQsK0kAEggctx51nLe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,CDMS系统.pptx,wiki,5,1,1,账号权限,系统权限,https://my-ichery.feishu.cn/wiki/DgZywDTydiiKftkzLOBcMwnTnZc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,CGBOM系统账号,wiki,8,1,1,账号权限,系统权限,https://my-ichery.feishu.cn/wiki/FvqVwJqh6ikSoSkYhhEcQ7oUnVg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,系统介绍-知识库,wiki,8,1,1,账号权限,系统权限,https://my-ichery.feishu.cn/wiki/PNNSw1JFNiTDrPk75Hgcbg2pnOf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,对外接口账号开通,wiki,8,1,1,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/FoxVwi6H0i3YdmkJT5IcgiwTnhc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,账号申请管理,wiki,3,1,1,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/J4SrwNHwwiiCOLkO8PRcNYZRnm4,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,提交OA银行账号维护申请后，RPA反馈银行联行号不正确如何操作？,wiki,8,1,1,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/Zl76wd4vmi9sTDkJog6csazKnxf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,如何申请devops平台帐号？,wiki,8,1,1,账号权限,账号开通,https://my-ichery.feishu.cn/wiki/LIMpwSk99iAgXwkD24wcFcfBnRd,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,审批操作失败：审批节点【XXX】批准时必须上传分析证明附件,wiki,8,1,1,账号权限,权限审批,https://my-ichery.feishu.cn/wiki/JButwEv8nix1IAkzuyCcUmHfnWb,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,EEA4.0及以上软件EWO审批checklist,wiki,8,1,1,账号权限,权限审批,https://my-ichery.feishu.cn/wiki/OvOqwrHumi4nR4kxnUfc7FN5nNg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,重新指派审批人、换人（换审批人）,wiki,8,1,1,账号权限,权限审批,https://my-ichery.feishu.cn/wiki/LdQKwkz9Vi4XRyk2IuTcaqmfnOh,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,控股OA密码如何自助更改,wiki,8,1,1,密码与账号,密码重置,https://my-ichery.feishu.cn/wiki/VUJAwV8HriZWWakgxKNcYCn2ndd,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,excel如何设置密码,wiki,8,1,1,密码与账号,重置密码,https://my-ichery.feishu.cn/wiki/LwGTwU9bqijpc2kFRaucyjOWnzf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,门户登录页用什么账号和密码登录?,wiki,8,1,1,密码与账号,忘记密码,https://my-ichery.feishu.cn/wiki/AovswBe6gizjGDkomclc9jcOnTe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,开阳-行政服务,wiki,8,1,1,密码与账号,忘记密码,https://my-ichery.feishu.cn/wiki/NSbGwd0jCi4cdakMFwPcMG7cnme,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,ddms0506版本冒烟用例,wiki,2,1,1,密码与账号,忘记密码,https://my-ichery.feishu.cn/wiki/A3r5weoBii7NNeksAK2cqg94nPe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,其他软件合辑,wiki,8,1,1,密码与账号,忘记密码,https://my-ichery.feishu.cn/wiki/H2MFwNCUziD1xKk1YBscOMCqnFe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,【国际】-APP API接口协议(APP云)-V1.0.2.doc,wiki,5,1,1,密码与账号,忘记密码,https://my-ichery.feishu.cn/wiki/TwPtwgmIZiE1aSkdjtUcvUZDnDe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,开发计划（老）,wiki,3,1,1,密码与账号,账号解锁,https://my-ichery.feishu.cn/wiki/SmjOwQvSFiju43k9lmKcjOF1npg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,0226发版-PRD验证记录,wiki,8,1,1,密码与账号,账号解锁,https://my-ichery.feishu.cn/wiki/E3nwwo6BIiAkmWkFmercwJJXnxe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.0,智能纪要：股份OA使用培训 2025年4月12日,docs,docx,3,2,密码与账号 | 账号权限,密码重置 | 账号开通 | 重置密码,https://www.feishu.cn/docx/CWDKd5rnGoaYBkx2qCJc6GlAnGb,rate_limited,覆盖类别 2 | 命中次数 3 | 标题疑似噪声 -2
5.5,科技EMS自制项目周报,docs,docx,3,1,账号权限,开通权限 | 权限开通 | 账号开通,https://www.feishu.cn/docx/GzYVdIltrong4WxcdL4cZAdGnYf,rate_limited,覆盖类别 1 | 命中次数 3 | 标题疑似噪声 -1
5.5,飞书文档使用入门介绍,docs,docx,1,1,账号权限,访问权限,https://www.feishu.cn/docx/FuT9dysOQo0WEYxRyoFcpGB3nEe,rate_limited,覆盖类别 1 | 命中次数 1
5.5,git及gitlab使用说明,docs,docx,1,1,账号权限,访问权限,https://www.feishu.cn/docx/DY9ZdNC4pogcTqxuDyKct0UgnVd,rate_limited,覆盖类别 1 | 命中次数 1
5.5,奇瑞座舱DVR产品需求文档_V1.0.0h_E0V_0421,docs,docx,1,1,账号权限,访问权限,https://www.feishu.cn/docx/CpHddc5MOol2XHxarB8cohEVnKd,rate_limited,覆盖类别 1 | 命中次数 1
5.5,墨甲临时采购管理办法,docs,docx,1,1,账号权限,权限审批,https://www.feishu.cn/docx/Br5HdgjNSoD6hOxa9lJch5oOnNb,rate_limited,覆盖类别 1 | 命中次数 1
5.0,机器狗ARGOS操作使用_初级培训教程 | Machine Dog ARGOS Operation and Usage _ Primary Training Tutorial,docs,docx,3,1,密码与账号,密码重置 | 忘记密码 | 重置密码,https://www.feishu.cn/docx/Rh44dZ5pFoWVZVxjQ5WcG4NLnJe,rate_limited,覆盖类别 1 | 命中次数 3 | 标题疑似噪声 -1
5.0,移动端App测试管理流程 副本0820,docs,docx,1,1,账号权限,系统权限,https://www.feishu.cn/docx/VG9ZdHKntouWWixLWvoc8OACneb,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 标题疑似噪声 -1
3.5,E02国际测试问题,wiki,2,1,1,密码与账号,账号解锁,https://my-ichery.feishu.cn/wiki/WF67wkEntip1EykZyYwcjVpHnsh,,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1 | 知识库来源
2.5,网络安全知识分享,docs,docx,1,1,账号权限,系统权限,https://www.feishu.cn/docx/M3Mnd5uYFoBV6BxHiPKcRTHonxh,rate_limited,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1
